Name,Dataset,Sequence length,Method,Metric_name,Metric
4WFL.csv,RNASOLO,105,3drna,P-VALUE,0.0032504630713551
4WFL.csv,RNASOLO,105,vfold,P-VALUE,0.0057554460705436
4WFL.csv,RNASOLO,105,simrna,P-VALUE,0.3375987279416119
4WFL.csv,RNASOLO,105,rnajp,P-VALUE,0.7246569338750841
4WFL.csv,RNASOLO,105,rnacomposer,P-VALUE,0.7596416669951112
4WFL.csv,RNASOLO,105,isrna,P-VALUE,0.8654491881514993
4WFL.csv,RNASOLO,105,alphafold3,INF-ALL,0.933
4WFL.csv,RNASOLO,105,trrosettarna,INF-ALL,0.627
4WFL.csv,RNASOLO,105,rhofold,INF-ALL,0.393
4WFL.csv,RNASOLO,105,vfoldpipeline,INF-ALL,0.539
4WFL.csv,RNASOLO,105,3drna,INF-ALL,0.489
4WFL.csv,RNASOLO,105,vfold,INF-ALL,0.496
4WFL.csv,RNASOLO,105,simrna,INF-ALL,0.559
4WFL.csv,RNASOLO,105,rnajp,INF-ALL,0.596
4WFL.csv,RNASOLO,105,rnacomposer,INF-ALL,0.513
4WFL.csv,RNASOLO,105,isrna,INF-ALL,0.554
4WFL.csv,RNASOLO,105,alphafold3,INF-WC,0.974
4WFL.csv,RNASOLO,105,trrosettarna,INF-WC,0.806
4WFL.csv,RNASOLO,105,rhofold,INF-WC,0.387
4WFL.csv,RNASOLO,105,vfoldpipeline,INF-WC,0.36
4WFL.csv,RNASOLO,105,3drna,INF-WC,0.309
4WFL.csv,RNASOLO,105,vfold,INF-WC,0.361
4WFL.csv,RNASOLO,105,simrna,INF-WC,0.356
4WFL.csv,RNASOLO,105,rnajp,INF-WC,0.378
4WFL.csv,RNASOLO,105,rnacomposer,INF-WC,0.378
4WFL.csv,RNASOLO,105,isrna,INF-WC,0.378
4WFL.csv,RNASOLO,105,alphafold3,INF-NWC,0.798
4WFL.csv,RNASOLO,105,trrosettarna,INF-NWC,0.0
4WFL.csv,RNASOLO,105,rhofold,INF-NWC,0.075
4WFL.csv,RNASOLO,105,vfoldpipeline,INF-NWC,0.151
4WFL.csv,RNASOLO,105,3drna,INF-NWC,0.151
4WFL.csv,RNASOLO,105,vfold,INF-NWC,0.0
4WFL.csv,RNASOLO,105,simrna,INF-NWC,0.101
4WFL.csv,RNASOLO,105,rnajp,INF-NWC,0.151
4WFL.csv,RNASOLO,105,rnacomposer,INF-NWC,0.123
4WFL.csv,RNASOLO,105,isrna,INF-NWC,0.213
4WFL.csv,RNASOLO,105,alphafold3,INF-STACK,0.932
4WFL.csv,RNASOLO,105,trrosettarna,INF-STACK,0.631
4WFL.csv,RNASOLO,105,rhofold,INF-STACK,0.48
4WFL.csv,RNASOLO,105,vfoldpipeline,INF-STACK,0.65
4WFL.csv,RNASOLO,105,3drna,INF-STACK,0.601
4WFL.csv,RNASOLO,105,vfold,INF-STACK,0.624
4WFL.csv,RNASOLO,105,simrna,INF-STACK,0.702
4WFL.csv,RNASOLO,105,rnajp,INF-STACK,0.725
4WFL.csv,RNASOLO,105,rnacomposer,INF-STACK,0.613
4WFL.csv,RNASOLO,105,isrna,INF-STACK,0.664
4WFL.csv,RNASOLO,105,alphafold3,DI,2.145
4WFL.csv,RNASOLO,105,trrosettarna,DI,4.803
4WFL.csv,RNASOLO,105,rhofold,DI,38.525
4WFL.csv,RNASOLO,105,vfoldpipeline,DI,45.282
4WFL.csv,RNASOLO,105,3drna,DI,52.219
4WFL.csv,RNASOLO,105,vfold,DI,52.247
4WFL.csv,RNASOLO,105,simrna,DI,53.066
4WFL.csv,RNASOLO,105,rnajp,DI,52.847
4WFL.csv,RNASOLO,105,rnacomposer,DI,61.775
4WFL.csv,RNASOLO,105,isrna,DI,58.511
4WFL.csv,RNASOLO,105,alphafold3,MCQ,9.31
4WFL.csv,RNASOLO,105,trrosettarna,MCQ,27.55
4WFL.csv,RNASOLO,105,rhofold,MCQ,55.84
4WFL.csv,RNASOLO,105,vfoldpipeline,MCQ,19.97
4WFL.csv,RNASOLO,105,3drna,MCQ,38.37
4WFL.csv,RNASOLO,105,vfold,MCQ,27.62
4WFL.csv,RNASOLO,105,simrna,MCQ,24.02
4WFL.csv,RNASOLO,105,rnajp,MCQ,21.41
4WFL.csv,RNASOLO,105,rnacomposer,MCQ,25.38
4WFL.csv,RNASOLO,105,isrna,MCQ,20.78
4WFL.csv,RNASOLO,105,alphafold3,TM-score,0.798
4WFL.csv,RNASOLO,105,trrosettarna,TM-score,0.748
4WFL.csv,RNASOLO,105,rhofold,TM-score,0.278
4WFL.csv,RNASOLO,105,vfoldpipeline,TM-score,0.255
4WFL.csv,RNASOLO,105,3drna,TM-score,0.217
4WFL.csv,RNASOLO,105,vfold,TM-score,0.268
4WFL.csv,RNASOLO,105,simrna,TM-score,0.292
4WFL.csv,RNASOLO,105,rnajp,TM-score,0.282
4WFL.csv,RNASOLO,105,rnacomposer,TM-score,0.256
4WFL.csv,RNASOLO,105,isrna,TM-score,0.254
4WFL.csv,RNASOLO,105,alphafold3,CAD,0.018
4WFL.csv,RNASOLO,105,trrosettarna,CAD,0.02
4WFL.csv,RNASOLO,105,rhofold,CAD,0.018
4WFL.csv,RNASOLO,105,vfoldpipeline,CAD,0.018
4WFL.csv,RNASOLO,105,3drna,CAD,0.019
4WFL.csv,RNASOLO,105,vfold,CAD,0.019
4WFL.csv,RNASOLO,105,simrna,CAD,0.018
4WFL.csv,RNASOLO,105,rnajp,CAD,0.018
4WFL.csv,RNASOLO,105,rnacomposer,CAD,0.016
4WFL.csv,RNASOLO,105,isrna,CAD,0.019
4WFL.csv,RNASOLO,105,alphafold3,BARNABA-RMSD,0.211
4WFL.csv,RNASOLO,105,trrosettarna,BARNABA-RMSD,0.268
4WFL.csv,RNASOLO,105,rhofold,BARNABA-RMSD,1.622
4WFL.csv,RNASOLO,105,vfoldpipeline,BARNABA-RMSD,2.531
4WFL.csv,RNASOLO,105,3drna,BARNABA-RMSD,2.638
4WFL.csv,RNASOLO,105,vfold,BARNABA-RMSD,2.668
4WFL.csv,RNASOLO,105,simrna,BARNABA-RMSD,3.054
4WFL.csv,RNASOLO,105,rnajp,BARNABA-RMSD,3.24
4WFL.csv,RNASOLO,105,rnacomposer,BARNABA-RMSD,3.247
4WFL.csv,RNASOLO,105,isrna,BARNABA-RMSD,3.331
4WFL.csv,RNASOLO,105,alphafold3,BARNABA-eRMSD,0.489
4WFL.csv,RNASOLO,105,trrosettarna,BARNABA-eRMSD,1.428
4WFL.csv,RNASOLO,105,rhofold,BARNABA-eRMSD,2.195
4WFL.csv,RNASOLO,105,vfoldpipeline,BARNABA-eRMSD,2.073
4WFL.csv,RNASOLO,105,3drna,BARNABA-eRMSD,2.068
4WFL.csv,RNASOLO,105,vfold,BARNABA-eRMSD,2.051
4WFL.csv,RNASOLO,105,simrna,BARNABA-eRMSD,2.21
4WFL.csv,RNASOLO,105,rnajp,BARNABA-eRMSD,1.985
4WFL.csv,RNASOLO,105,rnacomposer,BARNABA-eRMSD,2.067
4WFL.csv,RNASOLO,105,isrna,BARNABA-eRMSD,2.005
4WFL.csv,RNASOLO,105,alphafold3,BARNABA-eSCORE,3.993
4WFL.csv,RNASOLO,105,trrosettarna,BARNABA-eSCORE,2.354
4WFL.csv,RNASOLO,105,rhofold,BARNABA-eSCORE,0.867
4WFL.csv,RNASOLO,105,vfoldpipeline,BARNABA-eSCORE,2.998
4WFL.csv,RNASOLO,105,3drna,BARNABA-eSCORE,2.047
4WFL.csv,RNASOLO,105,vfold,BARNABA-eSCORE,2.154
4WFL.csv,RNASOLO,105,simrna,BARNABA-eSCORE,3.244
4WFL.csv,RNASOLO,105,rnajp,BARNABA-eSCORE,3.271
4WFL.csv,RNASOLO,105,rnacomposer,BARNABA-eSCORE,2.109
4WFL.csv,RNASOLO,105,isrna,BARNABA-eSCORE,2.581
4WFL.csv,RNASOLO,105,alphafold3,CLASH,0.0
4WFL.csv,RNASOLO,105,trrosettarna,CLASH,0.0
4WFL.csv,RNASOLO,105,rhofold,CLASH,0.0
4WFL.csv,RNASOLO,105,vfoldpipeline,CLASH,0.0
4WFL.csv,RNASOLO,105,3drna,CLASH,0.0
4WFL.csv,RNASOLO,105,vfold,CLASH,0.0
4WFL.csv,RNASOLO,105,simrna,CLASH,0.0
4WFL.csv,RNASOLO,105,rnajp,CLASH,0.0
4WFL.csv,RNASOLO,105,rnacomposer,CLASH,0.0
4WFL.csv,RNASOLO,105,isrna,CLASH,0.0
4WFL.csv,RNASOLO,105,alphafold3,GDT-TS,0.143
4WFL.csv,RNASOLO,105,trrosettarna,GDT-TS,0.138
4WFL.csv,RNASOLO,105,rhofold,GDT-TS,0.121
4WFL.csv,RNASOLO,105,vfoldpipeline,GDT-TS,0.117
4WFL.csv,RNASOLO,105,3drna,GDT-TS,0.098
4WFL.csv,RNASOLO,105,vfold,GDT-TS,0.095
4WFL.csv,RNASOLO,105,simrna,GDT-TS,0.121
4WFL.csv,RNASOLO,105,rnajp,GDT-TS,0.093
4WFL.csv,RNASOLO,105,rnacomposer,GDT-TS,0.1
4WFL.csv,RNASOLO,105,isrna,GDT-TS,0.098
4WFL.csv,RNASOLO,105,alphafold3,GDT-TS@1,0.076
4WFL.csv,RNASOLO,105,trrosettarna,GDT-TS@1,0.086
4WFL.csv,RNASOLO,105,rhofold,GDT-TS@1,0.057
4WFL.csv,RNASOLO,105,vfoldpipeline,GDT-TS@1,0.067
4WFL.csv,RNASOLO,105,3drna,GDT-TS@1,0.057
4WFL.csv,RNASOLO,105,vfold,GDT-TS@1,0.057
4WFL.csv,RNASOLO,105,simrna,GDT-TS@1,0.057
4WFL.csv,RNASOLO,105,rnajp,GDT-TS@1,0.057
4WFL.csv,RNASOLO,105,rnacomposer,GDT-TS@1,0.067
4WFL.csv,RNASOLO,105,isrna,GDT-TS@1,0.067
4WFL.csv,RNASOLO,105,alphafold3,GDT-TS@2,0.133
4WFL.csv,RNASOLO,105,trrosettarna,GDT-TS@2,0.114
4WFL.csv,RNASOLO,105,rhofold,GDT-TS@2,0.095
4WFL.csv,RNASOLO,105,vfoldpipeline,GDT-TS@2,0.095
4WFL.csv,RNASOLO,105,3drna,GDT-TS@2,0.086
4WFL.csv,RNASOLO,105,vfold,GDT-TS@2,0.076
4WFL.csv,RNASOLO,105,simrna,GDT-TS@2,0.095
4WFL.csv,RNASOLO,105,rnajp,GDT-TS@2,0.076
4WFL.csv,RNASOLO,105,rnacomposer,GDT-TS@2,0.086
4WFL.csv,RNASOLO,105,isrna,GDT-TS@2,0.086
4WFL.csv,RNASOLO,105,alphafold3,GDT-TS@4,0.152
4WFL.csv,RNASOLO,105,trrosettarna,GDT-TS@4,0.152
4WFL.csv,RNASOLO,105,rhofold,GDT-TS@4,0.143
4WFL.csv,RNASOLO,105,vfoldpipeline,GDT-TS@4,0.143
4WFL.csv,RNASOLO,105,3drna,GDT-TS@4,0.105
4WFL.csv,RNASOLO,105,vfold,GDT-TS@4,0.105
4WFL.csv,RNASOLO,105,simrna,GDT-TS@4,0.152
4WFL.csv,RNASOLO,105,rnajp,GDT-TS@4,0.105
4WFL.csv,RNASOLO,105,rnacomposer,GDT-TS@4,0.105
4WFL.csv,RNASOLO,105,isrna,GDT-TS@4,0.114
4WFL.csv,RNASOLO,105,alphafold3,GDT-TS@8,0.209
4WFL.csv,RNASOLO,105,trrosettarna,GDT-TS@8,0.2
4WFL.csv,RNASOLO,105,rhofold,GDT-TS@8,0.191
4WFL.csv,RNASOLO,105,vfoldpipeline,GDT-TS@8,0.162
4WFL.csv,RNASOLO,105,3drna,GDT-TS@8,0.143
4WFL.csv,RNASOLO,105,vfold,GDT-TS@8,0.143
4WFL.csv,RNASOLO,105,simrna,GDT-TS@8,0.181
4WFL.csv,RNASOLO,105,rnajp,GDT-TS@8,0.133
4WFL.csv,RNASOLO,105,rnacomposer,GDT-TS@8,0.143
4WFL.csv,RNASOLO,105,isrna,GDT-TS@8,0.124
4WFL.csv,RNASOLO,105,alphafold3,lDDT,0.831
4WFL.csv,RNASOLO,105,trrosettarna,lDDT,0.655
4WFL.csv,RNASOLO,105,rhofold,lDDT,0.274
4WFL.csv,RNASOLO,105,vfoldpipeline,lDDT,0.358
4WFL.csv,RNASOLO,105,3drna,lDDT,0.315
4WFL.csv,RNASOLO,105,vfold,lDDT,0.003
4WFL.csv,RNASOLO,105,simrna,lDDT,0.013
4WFL.csv,RNASOLO,105,rnajp,lDDT,0.025
4WFL.csv,RNASOLO,105,rnacomposer,lDDT,0.334
4WFL.csv,RNASOLO,105,isrna,lDDT,0.288
4WFL.csv,RNASOLO,105,alphafold3,LCS-TA-COVERAGE-10,100.0
4WFL.csv,RNASOLO,105,trrosettarna,LCS-TA-COVERAGE-10,4.762
4WFL.csv,RNASOLO,105,rhofold,LCS-TA-COVERAGE-10,1.905
4WFL.csv,RNASOLO,105,vfoldpipeline,LCS-TA-COVERAGE-10,23.81
4WFL.csv,RNASOLO,105,3drna,LCS-TA-COVERAGE-10,4.762
4WFL.csv,RNASOLO,105,vfold,LCS-TA-COVERAGE-10,
4WFL.csv,RNASOLO,105,simrna,LCS-TA-COVERAGE-10,4.762
4WFL.csv,RNASOLO,105,rnajp,LCS-TA-COVERAGE-10,6.667
4WFL.csv,RNASOLO,105,rnacomposer,LCS-TA-COVERAGE-10,4.762
4WFL.csv,RNASOLO,105,isrna,LCS-TA-COVERAGE-10,8.571
4WFL.csv,RNASOLO,105,alphafold3,LCS-TA-RESIDUES-10,105.0
4WFL.csv,RNASOLO,105,trrosettarna,LCS-TA-RESIDUES-10,5.0
4WFL.csv,RNASOLO,105,rhofold,LCS-TA-RESIDUES-10,2.0
4WFL.csv,RNASOLO,105,vfoldpipeline,LCS-TA-RESIDUES-10,25.0
4WFL.csv,RNASOLO,105,3drna,LCS-TA-RESIDUES-10,5.0
4WFL.csv,RNASOLO,105,vfold,LCS-TA-RESIDUES-10,
4WFL.csv,RNASOLO,105,simrna,LCS-TA-RESIDUES-10,5.0
4WFL.csv,RNASOLO,105,rnajp,LCS-TA-RESIDUES-10,7.0
4WFL.csv,RNASOLO,105,rnacomposer,LCS-TA-RESIDUES-10,5.0
4WFL.csv,RNASOLO,105,isrna,LCS-TA-RESIDUES-10,9.0
6CU1.csv,RNASOLO,79,trrosettarna,RMSD,1.946
6CU1.csv,RNASOLO,79,alphafold3,RMSD,2.103
6CU1.csv,RNASOLO,79,rhofold,RMSD,3.219
6CU1.csv,RNASOLO,79,simrna,RMSD,16.378
6CU1.csv,RNASOLO,79,3drna,RMSD,17.213
6CU1.csv,RNASOLO,79,isrna,RMSD,17.533
6CU1.csv,RNASOLO,79,rnacomposer,RMSD,18.513
6CU1.csv,RNASOLO,79,vfold,RMSD,19.279
6CU1.csv,RNASOLO,79,vfoldpipeline,RMSD,19.325
6CU1.csv,RNASOLO,79,rnajp,RMSD,19.554
6CU1.csv,RNASOLO,79,trrosettarna,P-VALUE,0.0
6CU1.csv,RNASOLO,79,alphafold3,P-VALUE,0.0
6CU1.csv,RNASOLO,79,rhofold,P-VALUE,0.0
6CU1.csv,RNASOLO,79,simrna,P-VALUE,1.1520688480981538e-07
6CU1.csv,RNASOLO,79,3drna,P-VALUE,1.243906734060829e-06
6CU1.csv,RNASOLO,79,isrna,P-VALUE,2.9368198911639e-06
6CU1.csv,RNASOLO,79,rnacomposer,P-VALUE,3.351866721079677e-05
6CU1.csv,RNASOLO,79,vfold,P-VALUE,0.000184703060873
6CU1.csv,RNASOLO,79,vfoldpipeline,P-VALUE,0.0002032805126883
6CU1.csv,RNASOLO,79,rnajp,P-VALUE,0.0003264627119393
6CU1.csv,RNASOLO,79,trrosettarna,INF-ALL,0.787
6CU1.csv,RNASOLO,79,alphafold3,INF-ALL,0.928
6CU1.csv,RNASOLO,79,rhofold,INF-ALL,0.806
6CU1.csv,RNASOLO,79,simrna,INF-ALL,0.646
6CU1.csv,RNASOLO,79,3drna,INF-ALL,0.636
6CU1.csv,RNASOLO,79,isrna,INF-ALL,0.671
6CU1.csv,RNASOLO,79,rnacomposer,INF-ALL,0.739
6CU1.csv,RNASOLO,79,vfold,INF-ALL,0.657
6CU1.csv,RNASOLO,79,vfoldpipeline,INF-ALL,0.733
6CU1.csv,RNASOLO,79,rnajp,INF-ALL,0.74
6CU1.csv,RNASOLO,79,trrosettarna,INF-WC,0.945
6CU1.csv,RNASOLO,79,alphafold3,INF-WC,1.0
6CU1.csv,RNASOLO,79,rhofold,INF-WC,0.983
6CU1.csv,RNASOLO,79,simrna,INF-WC,0.759
6CU1.csv,RNASOLO,79,3drna,INF-WC,0.694
6CU1.csv,RNASOLO,79,isrna,INF-WC,0.832
6CU1.csv,RNASOLO,79,rnacomposer,INF-WC,0.832
6CU1.csv,RNASOLO,79,vfold,INF-WC,0.832
6CU1.csv,RNASOLO,79,vfoldpipeline,INF-WC,0.815
6CU1.csv,RNASOLO,79,rnajp,INF-WC,0.832
6CU1.csv,RNASOLO,79,trrosettarna,INF-NWC,0.714
6CU1.csv,RNASOLO,79,alphafold3,INF-NWC,0.935
6CU1.csv,RNASOLO,79,rhofold,INF-NWC,0.189
6CU1.csv,RNASOLO,79,simrna,INF-NWC,0.154
6CU1.csv,RNASOLO,79,3drna,INF-NWC,0.267
6CU1.csv,RNASOLO,79,isrna,INF-NWC,
6CU1.csv,RNASOLO,79,rnacomposer,INF-NWC,0.535
6CU1.csv,RNASOLO,79,vfold,INF-NWC,0.0
6CU1.csv,RNASOLO,79,vfoldpipeline,INF-NWC,0.218
6CU1.csv,RNASOLO,79,rnajp,INF-NWC,0.436
6CU1.csv,RNASOLO,79,trrosettarna,INF-STACK,0.733
6CU1.csv,RNASOLO,79,alphafold3,INF-STACK,0.898
6CU1.csv,RNASOLO,79,rhofold,INF-STACK,0.778
6CU1.csv,RNASOLO,79,simrna,INF-STACK,0.645
6CU1.csv,RNASOLO,79,3drna,INF-STACK,0.642
6CU1.csv,RNASOLO,79,isrna,INF-STACK,0.64
6CU1.csv,RNASOLO,79,rnacomposer,INF-STACK,0.715
6CU1.csv,RNASOLO,79,vfold,INF-STACK,0.658
6CU1.csv,RNASOLO,79,vfoldpipeline,INF-STACK,0.74
6CU1.csv,RNASOLO,79,rnajp,INF-STACK,0.727
6CU1.csv,RNASOLO,79,trrosettarna,DI,2.474
6CU1.csv,RNASOLO,79,alphafold3,DI,2.266
6CU1.csv,RNASOLO,79,rhofold,DI,3.996
6CU1.csv,RNASOLO,79,simrna,DI,25.358
6CU1.csv,RNASOLO,79,3drna,DI,27.08
6CU1.csv,RNASOLO,79,isrna,DI,26.128
6CU1.csv,RNASOLO,79,rnacomposer,DI,25.064
6CU1.csv,RNASOLO,79,vfold,DI,29.364
6CU1.csv,RNASOLO,79,vfoldpipeline,DI,26.361
6CU1.csv,RNASOLO,79,rnajp,DI,26.416
6CU1.csv,RNASOLO,79,trrosettarna,MCQ,24.93
6CU1.csv,RNASOLO,79,alphafold3,MCQ,8.05
6CU1.csv,RNASOLO,79,rhofold,MCQ,40.53
6CU1.csv,RNASOLO,79,simrna,MCQ,24.28
6CU1.csv,RNASOLO,79,3drna,MCQ,25.08
6CU1.csv,RNASOLO,79,isrna,MCQ,19.03
6CU1.csv,RNASOLO,79,rnacomposer,MCQ,20.65
6CU1.csv,RNASOLO,79,vfold,MCQ,28.35
6CU1.csv,RNASOLO,79,vfoldpipeline,MCQ,16.07
6CU1.csv,RNASOLO,79,rnajp,MCQ,20.98
6CU1.csv,RNASOLO,79,trrosettarna,TM-score,0.811
6CU1.csv,RNASOLO,79,alphafold3,TM-score,0.783
6CU1.csv,RNASOLO,79,rhofold,TM-score,0.541
6CU1.csv,RNASOLO,79,simrna,TM-score,0.326
6CU1.csv,RNASOLO,79,3drna,TM-score,0.289
6CU1.csv,RNASOLO,79,isrna,TM-score,0.24
6CU1.csv,RNASOLO,79,rnacomposer,TM-score,0.202
6CU1.csv,RNASOLO,79,vfold,TM-score,0.258
6CU1.csv,RNASOLO,79,vfoldpipeline,TM-score,0.257
6CU1.csv,RNASOLO,79,rnajp,TM-score,0.253
6CU1.csv,RNASOLO,79,trrosettarna,CAD,0.03
6CU1.csv,RNASOLO,79,alphafold3,CAD,0.03
6CU1.csv,RNASOLO,79,rhofold,CAD,0.03
6CU1.csv,RNASOLO,79,simrna,CAD,0.025
6CU1.csv,RNASOLO,79,3drna,CAD,0.024
6CU1.csv,RNASOLO,79,isrna,CAD,0.032
6CU1.csv,RNASOLO,79,rnacomposer,CAD,0.03
6CU1.csv,RNASOLO,79,vfold,CAD,0.028
6CU1.csv,RNASOLO,79,vfoldpipeline,CAD,0.03
6CU1.csv,RNASOLO,79,rnajp,CAD,0.026
6CU1.csv,RNASOLO,79,trrosettarna,BARNABA-RMSD,0.181
6CU1.csv,RNASOLO,79,alphafold3,BARNABA-RMSD,0.229
6CU1.csv,RNASOLO,79,rhofold,BARNABA-RMSD,0.338
6CU1.csv,RNASOLO,79,simrna,BARNABA-RMSD,1.7
6CU1.csv,RNASOLO,79,3drna,BARNABA-RMSD,1.79
6CU1.csv,RNASOLO,79,isrna,BARNABA-RMSD,1.85
6CU1.csv,RNASOLO,79,rnacomposer,BARNABA-RMSD,1.957
6CU1.csv,RNASOLO,79,vfold,BARNABA-RMSD,2.039
6CU1.csv,RNASOLO,79,vfoldpipeline,BARNABA-RMSD,2.021
6CU1.csv,RNASOLO,79,rnajp,BARNABA-RMSD,2.081
6CU1.csv,RNASOLO,79,trrosettarna,BARNABA-eRMSD,0.9
6CU1.csv,RNASOLO,79,alphafold3,BARNABA-eRMSD,0.479
6CU1.csv,RNASOLO,79,rhofold,BARNABA-eRMSD,1.016
6CU1.csv,RNASOLO,79,simrna,BARNABA-eRMSD,1.703
6CU1.csv,RNASOLO,79,3drna,BARNABA-eRMSD,1.746
6CU1.csv,RNASOLO,79,isrna,BARNABA-eRMSD,1.526
6CU1.csv,RNASOLO,79,rnacomposer,BARNABA-eRMSD,1.352
6CU1.csv,RNASOLO,79,vfold,BARNABA-eRMSD,1.598
6CU1.csv,RNASOLO,79,vfoldpipeline,BARNABA-eRMSD,1.383
6CU1.csv,RNASOLO,79,rnajp,BARNABA-eRMSD,1.42
6CU1.csv,RNASOLO,79,trrosettarna,BARNABA-eSCORE,2.917
6CU1.csv,RNASOLO,79,alphafold3,BARNABA-eSCORE,3.233
6CU1.csv,RNASOLO,79,rhofold,BARNABA-eSCORE,1.851
6CU1.csv,RNASOLO,79,simrna,BARNABA-eSCORE,2.777
6CU1.csv,RNASOLO,79,3drna,BARNABA-eSCORE,1.642
6CU1.csv,RNASOLO,79,isrna,BARNABA-eSCORE,2.663
6CU1.csv,RNASOLO,79,rnacomposer,BARNABA-eSCORE,1.95
6CU1.csv,RNASOLO,79,vfold,BARNABA-eSCORE,1.888
6CU1.csv,RNASOLO,79,vfoldpipeline,BARNABA-eSCORE,3.125
6CU1.csv,RNASOLO,79,rnajp,BARNABA-eSCORE,3.129
6CU1.csv,RNASOLO,79,trrosettarna,CLASH,0.0
6CU1.csv,RNASOLO,79,alphafold3,CLASH,0.0
6CU1.csv,RNASOLO,79,rhofold,CLASH,0.0
6CU1.csv,RNASOLO,79,simrna,CLASH,0.0
6CU1.csv,RNASOLO,79,3drna,CLASH,0.0
6CU1.csv,RNASOLO,79,isrna,CLASH,0.0
6CU1.csv,RNASOLO,79,rnacomposer,CLASH,0.0
6CU1.csv,RNASOLO,79,vfold,CLASH,0.0
6CU1.csv,RNASOLO,79,vfoldpipeline,CLASH,0.0
6CU1.csv,RNASOLO,79,rnajp,CLASH,0.0
6CU1.csv,RNASOLO,79,trrosettarna,GDT-TS,0.203
6CU1.csv,RNASOLO,79,alphafold3,GDT-TS,0.212
6CU1.csv,RNASOLO,79,rhofold,GDT-TS,0.19
6CU1.csv,RNASOLO,79,simrna,GDT-TS,0.136
6CU1.csv,RNASOLO,79,3drna,GDT-TS,0.139
6CU1.csv,RNASOLO,79,isrna,GDT-TS,0.155
6CU1.csv,RNASOLO,79,rnacomposer,GDT-TS,0.127
6CU1.csv,RNASOLO,79,vfold,GDT-TS,0.142
6CU1.csv,RNASOLO,79,vfoldpipeline,GDT-TS,0.149
6CU1.csv,RNASOLO,79,rnajp,GDT-TS,0.152
6CU1.csv,RNASOLO,79,trrosettarna,GDT-TS@1,0.101
6CU1.csv,RNASOLO,79,alphafold3,GDT-TS@1,0.114
6CU1.csv,RNASOLO,79,rhofold,GDT-TS@1,0.101
6CU1.csv,RNASOLO,79,simrna,GDT-TS@1,0.076
6CU1.csv,RNASOLO,79,3drna,GDT-TS@1,0.089
6CU1.csv,RNASOLO,79,isrna,GDT-TS@1,0.101
6CU1.csv,RNASOLO,79,rnacomposer,GDT-TS@1,0.076
6CU1.csv,RNASOLO,79,vfold,GDT-TS@1,0.089
6CU1.csv,RNASOLO,79,vfoldpipeline,GDT-TS@1,0.101
6CU1.csv,RNASOLO,79,rnajp,GDT-TS@1,0.089
6CU1.csv,RNASOLO,79,trrosettarna,GDT-TS@2,0.139
6CU1.csv,RNASOLO,79,alphafold3,GDT-TS@2,0.127
6CU1.csv,RNASOLO,79,rhofold,GDT-TS@2,0.139
6CU1.csv,RNASOLO,79,simrna,GDT-TS@2,0.127
6CU1.csv,RNASOLO,79,3drna,GDT-TS@2,0.101
6CU1.csv,RNASOLO,79,isrna,GDT-TS@2,0.127
6CU1.csv,RNASOLO,79,rnacomposer,GDT-TS@2,0.101
6CU1.csv,RNASOLO,79,vfold,GDT-TS@2,0.114
6CU1.csv,RNASOLO,79,vfoldpipeline,GDT-TS@2,0.127
6CU1.csv,RNASOLO,79,rnajp,GDT-TS@2,0.101
6CU1.csv,RNASOLO,79,trrosettarna,GDT-TS@4,0.203
6CU1.csv,RNASOLO,79,alphafold3,GDT-TS@4,0.24
6CU1.csv,RNASOLO,79,rhofold,GDT-TS@4,0.203
6CU1.csv,RNASOLO,79,simrna,GDT-TS@4,0.139
6CU1.csv,RNASOLO,79,3drna,GDT-TS@4,0.139
6CU1.csv,RNASOLO,79,isrna,GDT-TS@4,0.152
6CU1.csv,RNASOLO,79,rnacomposer,GDT-TS@4,0.139
6CU1.csv,RNASOLO,79,vfold,GDT-TS@4,0.152
6CU1.csv,RNASOLO,79,vfoldpipeline,GDT-TS@4,0.152
6CU1.csv,RNASOLO,79,rnajp,GDT-TS@4,0.165
6CU1.csv,RNASOLO,79,trrosettarna,GDT-TS@8,0.367
6CU1.csv,RNASOLO,79,alphafold3,GDT-TS@8,0.367
6CU1.csv,RNASOLO,79,rhofold,GDT-TS@8,0.317
6CU1.csv,RNASOLO,79,simrna,GDT-TS@8,0.203
6CU1.csv,RNASOLO,79,3drna,GDT-TS@8,0.228
6CU1.csv,RNASOLO,79,isrna,GDT-TS@8,0.24
6CU1.csv,RNASOLO,79,rnacomposer,GDT-TS@8,0.19
6CU1.csv,RNASOLO,79,vfold,GDT-TS@8,0.215
6CU1.csv,RNASOLO,79,vfoldpipeline,GDT-TS@8,0.215
6CU1.csv,RNASOLO,79,rnajp,GDT-TS@8,0.253
6CU1.csv,RNASOLO,79,trrosettarna,lDDT,0.787
6CU1.csv,RNASOLO,79,alphafold3,lDDT,0.894
6CU1.csv,RNASOLO,79,rhofold,lDDT,0.628
6CU1.csv,RNASOLO,79,simrna,lDDT,0.012
6CU1.csv,RNASOLO,79,3drna,lDDT,0.439
6CU1.csv,RNASOLO,79,isrna,lDDT,0.447
6CU1.csv,RNASOLO,79,rnacomposer,lDDT,0.533
6CU1.csv,RNASOLO,79,vfold,lDDT,0.011
6CU1.csv,RNASOLO,79,vfoldpipeline,lDDT,0.541
6CU1.csv,RNASOLO,79,rnajp,lDDT,0.026
